entity_name,entity_type,description,entity_id
extra cover,Product,A type of insurance coverage that provides additional protection beyond the standard policy.,1a9a8657-00b9-4619-9029-7c84d768bf67
adi ##l rashid,Person,A cricket player.,8df6919f-8fc6-4b95-acab-86bc71cde726
randy brooks,Person,A photographer.,bc51a6e9-58dc-42bd-9a1c-f4cda5dcca9c
af ##p,Organization,A sports media company.,7142d131-f6a6-4161-b6a7-37a239287b28
get ##ty images,Organization,A stock photo agency.,a3ff6359-204b-43a1-8a09-896ed3996aa5
johnson charles,Person,A cricket player.,a0d5f589-3538-4b01-94fa-84cb8fd738c5
west indies,Location,A cricket team representing the Caribbean islands.,992712d1-c333-4281-8a78-89aa17e95929
guy horns ##by,Person,A cricket fan.,19df1b0d-d13f-49c3-8eb5-ec61c4b1f24e
wo ##akes,Person,A cricket player.,f19b96bb-3bb1-475f-a64a-68beca975dbc
moen ali,Person,A cricket player.,89c1f725-5fac-404f-a79a-ee5c58db8142
6th over,Time,The current over in the cricket match,592179a7-e300-483b-bb7f-772de0f13402
22.05 GMT,Time,The current time in the cricket match,b79dfe71-889d-4c56-b912-6f1092733aa4
4th over,Time,The fourth over in the cricket match,9732a2dd-811f-4709-a751-5c440662f342
West Indies,Organization,The cricket team representing the West Indies,d70434e4-04f0-4201-97c6-d50f7dd1450d
England,Organization,The cricket team representing England,d0e53d07-631f-4a29-8566-245a15e9a09c
Rico Hatton,Person,The cricket player who took the wicket,c2cfe3ec-bd92-41fc-b5d0-e8e464e75c39
Nicholas Poor,Person,The cricket player who was out,45f5b406-539c-453d-8d82-af3751f63b30
Ricardo Maçalán,Person,The cricket photographer,22a887fe-d820-451b-86c3-c232892eeaa8
Kim Thonger,Person,The cricket commentator,024da6f2-1bc2-449f-9f5f-d534b6f39a40
Steve Jobs,Person,The co-founder of Apple,113ec539-672b-4e78-8d52-b4df90f23ab0
Apple,Organization,The technology company founded by Steve Jobs,5eb27191-528f-446c-8e67-9cfb34d8d027
in kung fu ka ##pers,Person,A group of people in the martial arts,d4450f44-9513-44ef-b598-4e8c95f651fd
bccomedy the good ##ies,Organization,A British comedy television series,52472847-25f5-4692-a149-fb8cb519341c
‘ ec ##ky thump ’,Concept,A secret martial art,cc371b0b-710e-474c-a437-bf0e8c53b6fa
black pudding ##s,Product,A type of blood sausage,667c1523-f3b3-4dfd-97f7-1fd91574cf01
c butt ##ler,Person,A West Indian cricketer,37d4ad2d-ab85-41f7-8978-7ff280ae7db4
miles,Person,A West Indian cricketer,1b46c428-5acc-4a08-89e7-c8f4278d893b
randy brooks,Person,A photographer,4495a807-1b3f-4fbd-94b6-10b38957b4fd
t ##20 world cup,Event,A cricket tournament,968d406d-fbf8-4578-876c-cc147160de34
wo ##akes,Product,A cricket bat,0e0a6207-c7f6-48d4-a951-e0bf7d702984
Player,Person,A person who participates in a sport or game.,34359645-6d91-424b-a405-0acec27036af
Team,Organization,A group of people or animals organized for a specific purpose.,83fc209a-9f03-4217-8626-2a918de80329
Location,Place,A specific position or area on the Earth's surface.,3cb248bd-2c92-435e-b465-90ecfbcd7cfb
Event,Activity,An occurrence or happening.,3ca70861-1052-4023-a027-01b95f5727f9
Product,Good,An item that is produced for sale.,78f43b16-b896-4b6b-9a82-b1d0472da5b0
Concept,Idea,A general idea or notion.,48741cac-6e0f-440c-b050-f700a7efac51
Time,Duration,A period of duration.,36c6364a-d6c1-4dd7-a77f-1467bc5c93b4
Allison Miller,Person,This year marks a decade since serious complications from the flu led to a life - changing loss for the virginia - based communications director.,f178af53-291b-405f-9f95-41b4ba374751
United States,Location,"for most of the millions of people who get the flu each year in the u. s., the virus brings a few days of fever, body ache ##s and weakness before it goes away.",c0223545-03d8-45de-929f-30c8c3c30cd4
Virginia,Location,Allison Miller lives in Virginia.,621c3db9-fc35-4681-9570-964b2dfb1bc7
Flu,Concept,miller was a healthy young woman when she came down with a sore throat and headache.,09135a18-822f-412d-8280-2bc3ae19f2ca
Sore Throat,Disease,miller was a healthy young woman when she came down with a sore throat and headache.,7f6c6140-22e7-422f-b8d2-36599e8b4c7c
Headache,Disease,miller was a healthy young woman when she came down with a sore throat and headache.,43668527-9ef0-478c-8a21-62cda288a8e0
Chest X - Ray,Medical Test,"when her symptoms got worse, she went into urgent care for a chest x - ray, but it showed nothing alarm ##ing.",64e4dabd-79d9-4b6c-80ab-9642832dc68e
Flu,Disease,"‘ thinking it was the flu or something i could get over, i kept waiting to turn the corner — like, this is the worst of it. it ' ll get better. and clearly that wasn ' t the case, ",71ec8a61-3de5-4086-8df1-f919de3405ec
Back Pain,Disease,"skeletons from 1918 flu pan ##de ##mic reveal clues about those most likely to die, study finds the next morning",c24f9023-7466-4a6b-818c-3fbd7354fc2c
Miller,Person,A woman who was experiencing severe back pain and went into a medical coma due to bilateral bacterial pneumonia and sepsis,6c3b4f61-1483-463b-9666-5ddd81a585eb
Flu,Concept,The influenza that caused bilateral bacterial pneumonia and sepsis,3f9d52c6-a26b-41a7-8355-4360af2f3478
Bacterial Pneumonia,Disease,The severe form of pneumonia that Miller had,e8ec26f9-4158-4349-bfe0-1b5c9cbb13b5
Sepsis,Disease,A serious medical condition that can lead to organ failure and death,b19dd247-baf7-4ca8-89e1-eec75c907517
Life Support,Medical_Treatment,The treatment that Miller received to try and save her life,1931c9e5-346e-4c9c-8fb5-00869028daea
Amputation,Medical_Treatment,The rare complication that Miller experienced during life support,567e5dc7-6500-482d-89c1-fc412e063da7
Knee,Body_Part,The part of Miller's body that was amputated above the knee,6cd537c2-ada8-45a7-ab95-5eff5af434c6
Jennifer,Person,Jennifer is a woman.,ce4431ee-697a-4faf-bfaa-422dd0f342a6
COVID-19,Virus,COVID-19 is a virus that causes respiratory illness.,61689543-a40d-4bd3-92c5-84572634aafc
Pneumonia,Disease,Pneumonia is an infection of the lungs.,4813755c-7a66-41e7-be32-0ae8f3c65d9f
Lung,Organ,The lung is an organ in the chest that takes in oxygen and expels carbon dioxide.,d0686ff3-6627-4ade-949e-6b19214ff44c
Miami,Location,Miami is a city in the U.S. state of Florida.,8403c521-484b-448c-98fe-2e8e4e112123
Surgeon General of Florida,Person,The Surgeon General of Florida is the head of the Florida Department of Health.,c0837d46-507c-4c3f-ae6e-1ab776834deb
Jennifer Miller,Person,Jennifer Miller is a Miami resident who caught the flu in 2013.,a751f77c-34b3-42ec-a5ca-03618d5ede1c
people,Person,People,9897e0fa-8176-48b3-9b6e-0371173ef55a
mill ##er,Person,mill ##er,55302464-00b1-456d-994b-9de09a6267b4
dr. gregg sylvester,Person,dr. gregg sylvester,e63b55fa-c2d8-4dd0-ba1b-0832cbdedb98
cs ##l se ##qi ##rus,Organization,cs ##l se ##qi ##rus,3866b96a-c480-49e8-91a6-1016d1d1bdb8
new jersey,Location,new jersey,8d03a1d3-8692-4c49-a62d-5f24ce1719d0
b ##io ##pha ##rma ##ce ##uti ##cal company,Organization,b ##io ##pha ##rma ##ce ##uti ##cal company,888f378b-0dbb-4101-9acb-ccc5a9ea711c
flu,Disease,flu,ab0d228d-a6cd-463e-a61d-dde99425554d
rs ##v,Virus,rs ##v,d3278e28-0e46-42e0-a3c9-e07fe9fe8fdf
co ##vid - 19,Disease,co ##vid - 19,8819e2b3-cfe0-4cb5-affa-7df9a1f227cc
vir ##al illness,Disease,vir ##al illness,f3c748ab-95d6-4341-9afd-efe488a64ace
in ##fluenza,Disease,in ##fluenza,9eb28778-ad4b-464c-b92f-b9ab9a8581d5
weight loss drugs,Product,weight loss drugs,f9763980-1f6d-4947-a48d-2d0f5252fa81
we ##go ##vy,Product,weight loss drug,0433a541-61b4-4646-b9b7-2a909555b74f
oz ##em ##pic,Product,weight loss drug,720be98a-6ab2-48f3-99da-461fb02ddae9
ry ##bel ##sus,Product,weight loss drug,f2e1f2bf-c933-4aaf-a69f-bb91cf2db39d
sa ##nda,Product,weight loss drug,7d3ba245-8a55-49e8-bce0-a8d7e4bc3563
un ##iversity of british columbia ( u ##bc ),Organization,university of british columbia,1823aeb6-3102-4fa5-abd4-685619b41823
cleveland clinic,Organization,cleveland clinic,f39e0793-ed6f-4d3b-be42-379d7d5016fc
jam ##a,Publication,journal,2ae5ce23-e292-494c-9f0a-0847946b1d5d
uti,Person,"Study co - author dr. ma ##hya ##r et ##mina ##n, associate professor in the departments of op ##ht ##hal ##mology & visual sciences and medicine at u ##bc",b54bef1d-2dc2-4a02-8404-9f69faedbf0b
oz ##em ##pic,Product,"we ##go ##vy and all those crazy, vivid dreams : is there a connection?",9381a63c-8f81-471c-a2a0-600260648667
u ##bc,Location,associate professor in the departments of op ##ht ##hal ##mology & visual sciences and medicine at u ##bc,1afeb211-5260-4105-b0ad-edf7f48a2e79
fox news digital,Organization," dr. ma ##hya ##r et ##mina ##n, associate professor in the departments of op ##ht ##hal ##mology & visual sciences and medicine at u ##bc, told fox news digital",7145b611-6c1d-44b8-95b1-d173845155f3
g ##lp - 1 ago ##nist ##s,Product,"the researchers found them concerning, given that millions of people are using these medications worldwide. the number of people in the u. s. using g ##lp - 1 ago ##nist ##s for either diabetes or obesity reached 40 million in 202 ##2, they noted.",3f9338b7-9d52-4d58-86cd-e720e9003ce5
ma ##hya ##r et ##mina ##n,Person," Study co - author dr. ma ##hya ##r et ##mina ##n, associate professor in the departments of op ##ht ##hal ##mology & visual sciences and medicine at u ##bc, told fox news digital",5e8be752-245c-4881-90a5-6308add5cee5
u ##s,Location,"the number of people in the u. s. using g ##lp - 1 ago ##nist ##s for either diabetes or obesity reached 40 million in 202 ##2, they noted.",b3d441dd-d4eb-46e8-812f-7123e55edc4a
mo ##hit so ##dhi,Person,a graduate of u ##bc ’ s experimental medicine program,6be8e4f8-2fca-481a-8458-e91f441823fc
u ##bc,Location,University of British Columbia,1630a967-a587-479a-8bd6-b78f182c2fb5
g ##lp - 1 ago ##nist ##s,Product,a drug,1a511a49-a02e-4363-b1b5-d8e57ae3ffe0
et ##mina ##n,Person,a researcher,2cabccce-f9aa-459b-a852-0d13d90a1ac1
so ##dhi,Person,a researcher,7897505a-a1f8-4470-a524-20d391aa0c99
the researchers,Person,mo ##hit so ##dhi and et ##mina ##n,43ede722-f0ac-41ab-b0d4-200637a99eba
202 ##2,Time,a year,f9151c90-bdee-4b14-93f2-98d19da71386
the u. s.,Location,United States,48b0150a-8c01-4b5c-be8f-7d1fef849f86
patients,Person,people who use g ##lp - 1 ago ##nist ##s,61bbd330-ddd4-41c4-a621-ecf3827be8f7
et ##mina ##n,Person,et ##mina ##n is a researcher,b3cc2c09-1cd2-438b-b976-f0119dccb66d
oz ##em ##pic,Product,oz ##em ##pic is a weight loss tablet,2e9ce9fe-6770-48fe-aca6-ce1c183cebdc
we ##go ##vy,Product,we ##go ##vy is a weight loss tablet,13de44cc-dd3a-47d5-9ca9-10651d7e01c4
card ##iol ##ogist dr. ernst von schwarz,Person,card ##iol ##ogist dr. ernst von schwarz is a researcher,2bca399b-40f0-46ba-b673-fc78404e6e17
california - based,Location,california - based is a location,8da612b5-c7dd-438c-b9bd-44c6a183ff19
fox news digital,Organization,fox news digital is an organization,bd5f10e6-4770-448a-84a7-13ad93bb7885
u. s. food and,Organization,u. s. food and is an organization,b3e10af5-7393-4416-a919-f55ac696cc00
drug administration ( fda ),Organization,"The Food and Drug Administration (FDA) is a federal agency of the United States Department of Health and Human Services. It is responsible for protecting and promoting public health through the regulation and supervision of food, drugs, biological products, medical devices, radiation-emitting devices, and cosmetics.",52a7c8c0-ab40-49b7-929c-ad04fa8d234d
oz ##em ##pic,Product,Ozempic is a prescription drug used to treat type 2 diabetes. It is a form of semaglutide that belongs to a class of drugs called glucagon-like peptide-1 (GLP-1) receptor agonists.,6aa5340d-d7b2-4aba-8206-3938e84e67e8
ile ##us,Product,"Ileus is a medical condition in which the movement of food and fluids through the digestive system is blocked. It can be caused by a variety of factors, including surgery, injury, infection, and certain medications.",562256c3-cfaf-40f7-90ab-7f5eae0aa2f8
int ##est ##ine ( bow ##el ),Body-Part,"The intestine is a long, tube-shaped organ in the digestive system. It is responsible for breaking down food, absorbing nutrients, and eliminating waste.",55260b5e-1c71-4778-a1ac-f7049d390854
mayo clinic,Organization,"Mayo Clinic is a nonprofit medical practice and medical research group based in Rochester, Minnesota. It is one of the largest and most well-known medical institutions in the world.",3c18855a-9717-4c4f-83f0-a2335e08a79a
louisiana woman,Person,A woman who lives in Louisiana.,e54712ac-5c5c-43dd-bb27-288da0bcbb71
novo nord ##isk,Organization,Novo Nordisk is a global healthcare company that specializes in the treatment of diabetes and other metabolic diseases. It was founded in 1923 and is headquartered in Denmark.,1aa5c0e3-efe9-4b00-87af-c8a9ef8682fd
lilly,Organization,"Eli Lilly and Company is an American pharmaceutical company headquartered in Indianapolis, Indiana. It was founded in 1876 and is one of the largest pharmaceutical companies in the world.",e968a902-01be-45e8-86fa-ff328646ab1e
mo ##un ##jar ##o,Product,Mounjaro is a prescription drug used to treat type 2 diabetes. It is a form of semaglutide that belongs to a class of drugs called glucagon-like peptide-1 (GLP-1) receptor agonists.,0c09e289-4093-4ddd-8719-2df23c21412d
gas ##tro ##intestinal events,Event,A medical event involving the gastrointestinal system.,3e901643-0e0a-4e50-acfa-9049e6125dad
gas ##tro ##par ##esis,Event,A medical event in which the stomach becomes paralyzed.,c4b2c92b-7166-4584-9ea2-30b89aaf7049
gas ##tro ##enter ##itis,Event,A medical event involving inflammation of the gastrointestinal tract.,93f23e98-d284-400b-8f1f-a9a7348a7a36
saxe##nda,Product,A medicine for weight management,37ec84e7-ebe1-4e79-83b6-3ef671c64211
we##go##vy,Product,A medicine for weight management,cbf8a16b-91a1-4b26-a67a-ae2e7da5d23b
oz##em##pic,Product,A medicine for the treatment of type 2 diabetes,3b372db9-4853-4f40-b045-fb7ebec88618
ry##bel##sus,Product,A medicine for the treatment of type 2 diabetes,972d8b6e-4064-4a1d-bcac-b64e15980f85
vic##to##za,Product,A medicine for the treatment of type 2 diabetes,79c9c58d-718b-49e1-a45a-cc761aa57147
novonordisk,Organization,The manufacturer of the products,6b07caf2-3973-4e84-b0d6-b4381f4aa606
u.s. food and drug administration,Organization,The organization that regulates the safety and efficacy of drugs,2a15f407-8500-4daa-88b0-8c432a78c114
Diane Bazzell,Person,A 64-year-old woman from Minnesota,f306de1d-d7e6-40f5-be47-c725a3f76228
Diane Bazzell,Person,A woman who got to spend the holiday time with her birth mother after a nearly 40-year search,497e7a53-e489-4b62-9afe-15b0bf628a6e
Diane Bazzell,Person,The woman who was switched at birth,e7e39dc4-1b89-419d-89b5-4d6525486392
Diane Bazzell,Person,The woman who got adopted by a couple,e36e08af-637a-4262-816a-553ad0467616
Diane Bazzell,Person,The woman whose prayers have been answered,581bfed5-a976-467b-92be-c98095bcc710
Diane Bazzell,Person,The woman whose heart is full,c9dedae3-45a9-43e6-9341-143403581feb
Diane Bazzell,Person,The woman who has many more Christmas to spend together,fac9a9ee-ee8c-403a-9a8b-39b9555102a6
Diane Bazzell,Person,The woman who appeared on Fox News Digital,2d33f07c-3d35-4dd6-a3fe-91316e96598d
Diane Bazzell,Person,The woman who got to spend the holiday time with her birth mother,9646916c-00d7-49e7-acc6-26f0c40c3100
Diane Bazzell,Person,The woman who is from Minnesota,870c8c64-5fd3-4a85-a402-5064ce89563b
Diane Bazzell,Person,"The woman who got adopted by a couple who lives in sunnyvale, california",46f5f03a-a28d-4e48-8742-9471b1cf4715
Diane Bazzell,Person,The woman who got adopted by a couple who has an oldest child,66a3cfbc-0116-4239-80cd-3206ef16cf92
Diane Bazzell,Person,The woman who has a daughter,fb05edb6-63fe-4c25-9b34-1eb8d7ec5282
Diane Bazzell,Person,The woman who got to spend the holiday time with her birth mother after a nearly 40-year search,4457bb00-a0f9-4f1a-9cd9-4d7089f43c42
Diane Bazzell,Person,The woman who got adopted by a couple,7f9b4803-b181-4ca4-9034-9aa7a4baddf3
Diane Bazzell,Person,The woman who got to spend the holiday time with her birth mother,6d05da42-1383-47ed-aa76-ff1b47fdc887
Diane Bazzell,Person,The woman who is 64 years old,1891b097-2ae8-4801-91e8-4055386d5ded
Diane Bazzell,Person,The woman who is from Minnesota,e2a57090-64e4-4fae-b5a3-807c084a1b29
Diane Bazzell,Person,"The woman who is from sunnyvale, california",9e0f8ea0-4602-4854-aa7f-af8e76366778
Diane Bazzell,Person,"The woman who got adopted by a couple who lives in sunnyvale, california",e455aa39-c599-4157-936e-b2b6f5cda964
Diane Bazzell,Person,The woman who has a daughter,abab3eeb-97b1-4b75-8ce6-7bddb45b9d13
Diane Bazzell,Person,The woman who is 64 years old,47851164-9d69-4f2d-b9ad-a3494c305913
Diane Bazzell,Person,"The woman who is from sunnyvale, california",dbef9bf0-0ed3-4dfd-a851-2729b0c00140
Diane Bazzell,Person,"The woman who got adopted by a couple who lives in sunnyvale, california",05ee4a3f-2c77-422e-b911-20ad82a5ae92
Diane Bazzell,Person,The woman who has a daughter,b3a7d702-768d-42e1-b8a7-044ea387839e
Diane Bazzell,Person,The woman who is 64 years old,7e4a1e10-1fe0-4396-af07-60e1fbbc4e94
Diane Bazzell,Person,"The woman who is from sunnyvale, california",fa3d3958-af42-4322-a9e3-4bc330b01acb
Diane Bazzell,Person,"The woman who got adopted by a couple who lives in sunnyvale, california",850baa9f-6c83-4d1c-979b-229aa4deccce
Diane Bazzell,Person,The woman who has a daughter,4639a06f-ac24-431d-878e-873f998847bc
Diane Bazzell,Person,The woman who is 64 years old,1477215e-1ae6-4696-9272-39a75b46ccd8
Diane Bazzell,Person,"The woman who is from sunnyvale, california",aeeb128c-af01-4595-b06a-345b2d43d7ed
Diane Bazzell,Person,"The woman who got adopted by a couple who lives in sunnyvale, california",a2c3b6ae-df17-4e20-9b26-f3613dc222ff
Diane Bazzell,Person,The woman who has a daughter,a404240f-d97d-433a-be58-6be1a905ef8f
Diane Ba##zell##a,Person,A Holocaust survivor who was reunited with her birth parents after a 39-year search.,839cc0b3-afd6-4d4b-8e25-5c7deb000acd
Walter Peterson,Person,Diane Ba##zell##a's father and one of the people whose name appeared on her birth certificate.,2bca9b88-1f9a-45e8-b743-c87189be3d8d
Il##a Peterson,Person,Diane Ba##zell##a's mother and one of the people whose name appeared on her birth certificate.,ce41261c-e64f-40de-a239-01dd07e93f0b
1983,Time,The year that Ba##zell##a thought her search for her birth parents was over.,1ea85993-4cad-452e-93b0-e88e85561f43
1980s,Time,The decade in which Ba##zell##a located her birth parents.,667d6d09-19e6-4fd3-9d29-995990c4b04d
202 ##2 ,Time,The year in which Ba##zell##a met her birth parents in person.,db5fceb9-690e-476c-b87d-f10ef58b26f7
a child,Person,,b11b5d5f-58b8-4b6f-a73b-b4363c46924a
ba ##zell ##a,Person,,d9a80484-cfd0-4d5a-90a6-f1d995d17f8e
booth memorial hospital,Location,,4eca371e-abf0-40e8-9dff-341e3cbb7add
the booth brown house,Location,,0c404fa2-006c-45d9-a62a-97ec4a559894
the salvation army central territory,Organization,,3c279c65-24dd-4dfb-8179-a7f9ecaac7c8
147 ##1 como ave. w.,Location,,e7c35bce-b7f2-48f6-9717-4c2b89bca29d
kelly jean,Concept,,e1dec35e-bf6b-46e7-85f0-746a91842b35
Diane Ba##zell ##a,Person,Diane Ba##zell ##a is the person who took a home dna test.,0307f226-85e9-4bdc-9bed-b3127b871fec
Ba##zell ##a,Person,Ba##zell ##a is the woman who was raising younger children.,afedab3e-c277-4e99-ac5f-73f781a66c8b
the woman,Person,the woman is the mother of Diane Ba##zell ##a.,65cc2abb-4dda-4e07-92cb-ce22be6f3fed
2000,Time,2000 is the year the woman died.,2df682c1-ccaa-45c2-bc83-69cb8ba8c4a8
Diane Ba##zell ##a,Person,Diane Ba##zell ##a is the person who discovered that she had been switched at birth.,bd96bf70-ea6c-43fe-83e8-a30bb227aa74
Ba##zell ##a,Person,Ba##zell ##a is the person who was switched at birth and is now named Dawn Marie.,d8649c17-cb90-43e3-bb73-fa17592500f4
Gee ##rts,Person,Gee ##rts is the woman who was originally named Kelly Jean but is now known as She ##rri Nord ##lie.,b9be3f70-c118-4393-801a-072e7ec8fedc
She ##rri Nord ##lie Gee ##rts,Person,She ##rri Nord ##lie Gee ##rts is the woman who gave birth to Ba##zell ##a and is now known as Dawn Marie.,28df7a08-4225-4cc0-b592-685bfb231745
Kelly Jean,Person,Kelly Jean is the name that Ba##zell ##a originally thought was her name.,9e49aa95-c409-48f2-b630-965f7bfc4b0b
Un ##wed Mothers Hospital,Location,The Un ##wed Mothers Hospital is the location where Ba##zell ##a and Gee ##rts were born.,92083222-9375-4af9-9bba-1b59f636d892
Sept. 29,Time,Sept. 29 is the day that Ba##zell ##a and Gee ##rts were born.,8de46789-6c1f-46ef-9ae5-7f4fd01a5be1
Ba##zell##a,Person,A woman who met her daughter for the first time after being separated for 215 days due to the pandemic.,49bbe2ef-03b6-47b3-ab9d-5889736f892d
Gee##rts,Person,The mother of Ba##zell##a who gave her daughter up for adoption when she was 18 years old.,381e4c1e-799c-4345-b67e-5447e5383a27
2021,Time,The year in which Ba##zell##a and Gee##rts were finally able to meet after being separated for 215 days.,c9a73b50-c846-43ad-9bbc-8b7b260c3f9d
2022,Time,The year in which Ba##zell##a and Gee##rts have been getting together several times a year.,6677b988-3a00-4bd2-aabc-ec8f16c3b4b5
California,Location,One of the locations where Ba##zell##a and Gee##rts have been meeting.,1a9aeb1a-7bbf-48c1-8a5d-9d15b8c384df
Minnesota,Location,One of the locations where Ba##zell##a and Gee##rts have been meeting.,18f8376c-e7ce-4198-9c53-7756d398c8e5
Fox News Digital,Organization,The organization that Gee##rts spoke to about her experience.,b8feb958-8564-435a-b413-3838a7aa6910
Ba##zell ##a,Person,,d7c1e3c1-83ca-424d-9e4f-da50b28cd239
Gee ##rts,Person,,f08b5cbd-1921-4fc7-addb-a87f2e69978c
Victor Re ##beck,Person,,ae0ea7a9-fddf-4e49-a1f0-19e3372ae145
Fox News,Organization,,c0954e98-b43d-481c-957c-21d1de0f9f15
the white company,Organization,the white company is known for its carefully crafted products and an attention to detail that make it one of britain ’ s most cher ##ished lifestyle brands,e2994e9a-1dfb-4b9a-8d1b-ea78708b3ecf
white company,Organization,the white company is known for its carefully crafted products and an attention to detail that make it one of britain ’ s most cher ##ished lifestyle brands,22af7971-fc88-4449-97c7-de4c0c755dfa
christmas,Event,the white company is gear ##ing up for christmas with a range of new products that can give an extra co ##sy touch to your home or make affordable gifts to place beneath the tree,d4b113bc-93f6-4995-ad94-b53cce3287a2
wreath ##s,Product,"from wreath ##s and garland ##s that beck ##on guests through the door, to warming scents that put everyone in the mood for christmas, you will be ready to welcome friends and family throughout the coming months",14e3cd63-cb91-4b83-9ec0-6312c48e77eb
garland ##s,Product,"from wreath ##s and garland ##s that beck ##on guests through the door, to warming scents that put everyone in the mood for christmas, you will be ready to welcome friends and family throughout the coming months",4416a738-39eb-4043-89c3-4915bdd4aef7
scents,Product,"from wreath ##s and garland ##s that beck ##on guests through the door, to warming scents that put everyone in the mood for christmas, you will be ready to welcome friends and family throughout the coming months",6a8fa6cf-f717-46c3-9ebb-e59247b614d1
britain,Location,the white company is known for its carefully crafted products and an attention to detail that make it one of britain ’ s most cher ##ished lifestyle brands,31d391be-2569-41ea-beb1-9efb2623f28e
lifestyle brands,Concept,the white company is known for its carefully crafted products and an attention to detail that make it one of britain ’ s most cher ##ished lifestyle brands,d9d05982-d8b7-4364-a736-073e2e14ecf9
"spicy and warming notes of cinnamon, cl ##ove and orange",Concept,"Notes in a choice of candles, diffuse ##rs or oils",a04d402c-4567-4ee0-b2f4-1ff8c3b94f88
"candles, diffuse ##rs or oils",Product,"Notes in a choice of candles, diffuse ##rs or oils",7a286624-a5c5-487b-9609-a4b0755532a7
the white company,Organization,A range of home ##ware that makes sure you ’ re always ready for the occasion,a3832ae3-dab5-4b02-a340-75f665ad1aac
champagne coupe ##s,Product,Hand - twisted stems twin ##kling under the fest ##ive lights,1e029c3c-7464-4f93-ab80-fd75d3760d89
barton serving tray,Product,"Warm, silver - tone finish has winter ##y good looks, setting off whatever you ’ re serving in style",41f9ccfd-0fae-4873-b522-d672666b21ee
advent calendar,Concept,Counting down the days with an advent calendar,58e5f170-0208-4243-80eb-5c9538fe3f31
decorations,Product,decorations,a0b57380-3f94-431b-b1d5-5b2a9097f0a2
simply,Concept,simply,e7284b5f-18db-4ccd-a6ee-2228f64b7804
christmas,Event,christmas,731d7eff-552c-4983-9eb0-7f290466ae3a
penguin,Person,a charming penguin,1ccf4f02-ee24-4ec4-836c-1e67c4ae66d1
advent calendar,Product,a snowy advent calendar,e61ce9e1-fca3-471e-8d63-c9fc8b39df18
family,Person,younger members of the family,68ec8f80-773b-46e3-8619-a103fd1db5b0
ve ##lb ##oa faux fur,Product,super soft ve ##lb ##oa faux fur,89795b34-1411-4422-b5bf-68dbd256a344
treats,Product,chocolate and other treats,f2230d01-f142-4c1a-a77f-cea6bb9c262b
ind ##ul ##gent treats,Product,"candles, shower gel ##s, nail cream ##s, and more seasonal scents and wellness good ##ies",e89f1299-2ce3-4184-b1ac-6d64da76583f
christmas jumper,Product,a sparkle snow ##fl ##ake embroidered jumper,7e305caf-4b7c-4955-8194-336c58fc1b3c
the white company,Organization,the white company,fb88f714-956d-4bc4-bd3f-1843827651f2
log fire,Location,in the background,74d00991-2991-4698-9080-d4f9dd8c535e
motion sensor plug in electronic diffuse ##r,Product,a great little gadget that delivers the ideal amount of relaxing scent,0f749653-5f89-4fe8-8be6-a740e1fe2082
is a great little ga ##dget,Concept,,d6d15170-2795-434c-bfda-bbbc328db613
that delivers the ideal amount of relaxing scent,Concept,,71782a72-8921-46ea-b504-1bad5f0c7d9a
at the touch of a button,Concept,,3608cf95-96a3-4e23-af42-b6409ac4bee3
simply add your favourite scent oil,Concept,,5574e5a0-207a-4f98-af27-eb367f4a5f6a
and the motion - activated sensor helps you to control when it ’ s released,Concept,,7f726acb-d26b-4933-b302-a2249ecae843
providing a tran ##quil atmosphere in whatever room you choose to use it,Concept,,602a11ad-0aa4-4dd9-8f36-865f7128f41d
when you find time to put your feet up,Concept,,7369a64e-f863-41e5-a8ea-bc6440e25398
give your toes some extra comfort and warmth with a pair of cash ##mere bed socks,Product,a pair of bed socks,23862901-51ad-4df0-937e-fffc78a07cd4
they come in a range of colours to suit your style,Product,a pair of bed socks,3231f06c-2d2b-466e-87c1-9f31564fee89
and are made from pure g ##cs - certified yarn ##s to take the chill off your feet,Product,a pair of bed socks,5e001df3-fc53-44de-babf-3fc1e5ae576f
and seeing as everyone loves co ##sy socks at christmas,Concept,,0c545833-5e33-47bf-a352-668a1aee287b
we think they ’ re also a great choice for gift ##ing,Concept,,80fd7865-193f-4e00-be7e-7f2d68429ac7
for even more co ##sin ##ess,Concept,,260f6198-cb1f-456a-a8ae-d7c7aecd3867
we think you should consider this faux fur throw,Product,a faux fur throw,547580fd-80ff-4fe1-b810-c2444d06a039
made from soft and silky recycled fibre ##s,Product,a faux fur throw,84bb709a-40ee-4247-b213-1e57ac809248
and matching soft fur hot water bottle,Product,a faux fur throw,79fbd2cf-3db8-4634-8926-83fb36b9cffd
they give so much cu ##ddle comfort on chilly winter evenings,Concept,,e4112b02-78b3-435e-b38b-c39dcba894a3
that you won ’ t mind how long spring takes to come around,Concept,,c4ce54b9-2a6e-46c1-95d7-d3a2d1317fb8
mix old traditions with new rituals ( the white company ),Concept,,14272253-ddd4-4273-b77b-a001e478f357
we all have traditions that are handed down through generations,Concept,,25940868-b6ff-4dfc-9e27-0539f6fad699
things like opening the sl ##oe gin after the last day of work,Concept,,947cbb21-40c4-4c11-8ac9-81e776157d0d
or a ceremonial placing of the star on top of the christmas tree,Concept,,9d744aad-2860-4ff1-a0b7-407ec3e9e072
this year,Concept,,bfe3fa96-741a-4349-950d-a13428a3495c
